Smiles,LogP,MW,QED,SAS,rb,TPSA,pIC50
CCC[C@H]1CSCCCCCCCNC1[C@@H],-3.7692900000000025,241.444,0.7896329996442504,-4.339624788588562,2,12.03,6.2118000984191895
COc1cc2cc3ccccc3c[n+]2cc1OC,-2.595700000000001,240.282,0.5072689159040844,-2.726988502914992,2,22.56,6.680829048156738
O=C1C[C@H]2[C@H]3CCC[C@@H]3C=C[C@]21CC,-2.9579000000000013,190.286,0.5809044124592542,-4.501845207080472,1,17.07,6.692415714263916
COc1cc2ncc3cccc3c2c[nH]c1=O,-2.0849,226.235,0.6907874205975366,-2.343950098324072,1,54.98,6.488720893859863
O=C1[C@H]2C=C[C@H]2CC[C@@]1c1ccccc1,-2.774290000000001,197.25700000000003,0.6325720693646028,-3.596397863101072,1,17.07,6.137896060943604
OCc1ccoc1CCCN1CC=C[C@H]1,-1.73809,206.265,0.7968420186807053,-3.508668783139581,5,36.61000000000001,5.964589595794678
O=C1[C@H]2O[C@@H](C)CCc3[nH]ccc3O[C@@H]12,-1.0647,207.229,0.6918107204761096,-4.835065229594193,0,51.32000000000001,6.530699729919434
C/C=C[C@H]1CCCCCCC[C@@H]1C,-4.559100000000004,180.335,0.5188974424360907,-3.5861863877541627,1,0.0,5.983750820159912
O=C1[C@]2OCc3ccc(cc3C)C[C@H]2OCCCN1,-1.50481,260.313,0.7688100288651866,-4.9364663331568925,0,47.56,6.553303718566895
COc1ccc([C@@H]2CCc3ccoc32)cc1OCc1cc[nH]c1,-4.273400000000003,309.36499999999995,0.7652186348389322,-3.271447821268758,5,47.39,5.887978076934815
O=C1C[C@@H]2CCCC[C@@]12O[C@H](F)F,-2.1274,190.189,0.6663014311586019,-3.993907641159129,2,26.3,5.794550895690918
O=C1[C@H]2CCC=C(C)CO[C@@]23CCC[C@H]13,-2.480900000000001,206.285,0.5690878182311186,-4.922692063225678,0,26.3,5.888089179992676
CN=C1[C@H]c2ccccc2C[C@H]2O[C@@]12CCCN,-1.74239,243.3299999999999,0.822114067207091,-4.358164086372986,3,50.91,6.3964433670043945
O=C1c2occc2C=Cc2c[nH]cc2O[C@@H]1,-2.51499,214.2,0.7325896583608782,-4.407452528264418,0,55.23,6.441015720367432
CC[C@H]1Oc2ccc(CCl)cc2N=C1,-3.298700000000002,209.676,0.6853143762902365,-3.5285159643038053,2,21.59,5.20456600189209
COC1=C[C@@H]2CcCc1C[C@@H]2O,-1.6976,168.236,0.6453797114252223,-4.773359938288259,1,29.46,6.605990409851074
O=C1COCC1CCNCCc2CCCC[nH]c2O,-1.1147999999999998,268.3569999999999,0.6296470331426754,-3.899391455003317,6,70.59,5.723076820373535
CC[C@@H]1C.C[C@@](C)COc2c1scc2,-4.254690000000004,211.35,0.7069909163657598,-3.510744790214736,5,9.23,5.598249435424805
COCC[C@H]1CCCNCCc2cccnc2C[C@@H]1,-2.4069900000000004,261.38899999999995,0.9070240084972636,-3.953898766681916,3,34.15,5.827446937561035
CC[C@H]1COC[C@@H]1CC[C@@H](O)c1cccs1,-3.234300000000002,240.368,0.8558912477707029,-3.7289522760499256,5,29.46,5.731212615966797
C/C=C[C@@]1c2ccc(CO)C=[nH]c2c1,-1.96399,186.234,0.702170716441542,-4.276672124153677,2,32.59,5.688245296478272
OCc1ccncc1OCc1ccn2CN=Cc3cc[nH]c3c12,-2.3395,308.341,0.7765369490790357,-3.555899953969309,4,75.43,6.2998762130737305
COC1=C[C@H]2CCc3cc(C)ccc3[C@@H]2OCC[C@@H]1,-3.7534100000000032,257.35299999999995,0.7624677420345528,-3.855872219290204,1,18.46,6.131062030792236
C[C@H]1C[C@H]C(=O)CC[C@@H]1OC,-1.59479,155.21699999999998,0.5374499067610946,-4.037862073601378,1,26.3,6.4391770362854
COC(C[C@@H]1COCCCc2CC)OC[C@]12CCN,-2.1672,271.40099999999995,0.8511399475315591,-4.5164868982461845,4,53.71,6.089401245117188
C[C@H]1C[C@@H]2CC[C@@H]1NC2,-1.3944,125.215,0.5156750854024601,-4.744783697019309,0,12.03,6.242030143737793
C[C@H]1C[C@@H](CC)OCC[C@@H]1O,-1.5724,158.241,0.6273988073866589,-3.533020324289792,1,29.46,6.448199272155762
C[C@H]1C[C@@H]2CCC[C@H]1[C@@H]2O,-1.8034,140.226,0.54371966787706,-4.4576034176756885,0,20.23,6.868345737457275
CN=C1[C@@H]2Oc3ccc(C)cc3[N+]2=CCN1,-1.05982,216.264,0.6582823360337807,-4.649397031217523,0,36.63,6.134648323059082
OCCCCCCCCOCCCN1CCC[C@H]1C,-3.210300000000002,271.44499999999994,0.5532636669312322,-2.5643931333249945,12,32.7,6.373892784118652
C[C@H]1CCSCCC\C1=C\C[C@@]2C=N[C@@H]2,-3.6767800000000026,221.369,0.6479721342538637,-4.477674114589108,2,12.36,5.88631534576416
COCC[C@H]COCCCc1ccccc1OC,-2.885190000000001,251.346,0.5984197158135169,-2.41390033723452,10,27.69,6.272890567779541
C=C1[C@@]2(CO)CCC[C@@H]2C=N[C@H]1CC,-2.1844,193.29,0.6698159888345494,-4.841181402087067,2,32.59,5.8302321434021
C/C=C[C@@]1/C=CCCC[C@@H]1O,-2.2379900000000004,151.229,0.6090153331094342,-4.048830950640906,1,20.23,6.628048896789551
C=C1C[C@@H]2/C=C(/C)CC=C[C@@H]2OC[C@H]1,-3.058190000000001,189.278,0.5320795238395389,-4.919595784534748,0,9.23,5.820725917816162
OC[C@H]1CCN2CCCc3CCccc3[C@H]2CC[C@@H]1,-3.0940900000000013,260.40099999999995,0.7828974132688865,-4.315462164345149,1,23.47,6.139317512512207
C[C@H]1CSCC[C@H]Cc2ccccc2[nH]1,-3.370690000000001,220.361,0.7191818438120761,-4.083175274628648,0,12.03,6.188233852386475
COC1CCC[C@@H]2OCC[C@@H]2C[N+]1=O,-1.3268,200.258,0.5992312610557616,-4.686300189069318,1,38.54,6.421459197998047
Oc1=cc2CSC(=O)c3ccccc3cc2[nH]c1=O,-2.0115000000000003,271.297,0.7083532093860933,-3.815695097370672,0,66.4,5.793874263763428
CN1C=[N+]c2ccc(Cl)cc2CN[C@]1O,-1.19009,224.671,0.6961984616996477,-4.18238037155117,0,49.60000000000001,5.8850202560424805
Oc1ccc2ncccc2cc2cnc3ccccc3c12,-2.1516,272.3070000000001,0.6818200901526171,-3.131928980233658,0,46.010000000000005,5.974429130554199
OCCC1SCCc2cccn2CC[N+]1=O,-1.2648,241.336,0.7929941371197571,-4.933116155648587,2,45.24,6.2731032371521
OC1CC[C@@H]CCCCCNCCO[C@]1,-1.5507799999999998,212.313,0.6399166366767106,-4.873340659244033,0,41.49,6.0164995193481445
COCC[C@@H]CCCCCC1CCNCC[C@@H]1O,-2.5381900000000006,256.41,0.6229493183481585,-3.6419291751303815,9,41.49,6.586234092712402
O=C1CC2COCC=CC2CCc2cn[nH]c2CC1,-2.0665,260.337,0.7264660233599873,-4.50192237812165,0,54.98,5.9943528175354
OCCCCCCCCN1CCCCCCC[N+]=[N+]1,-2.624200000000001,269.43299999999994,0.6886701637347868,-3.982301190268052,8,51.67,6.394724845886231
C[C@H](C)/CCSCc1ccncc1[O-],-2.4345,210.32200000000003,0.7002313597703841,-3.103487686283853,5,35.95,6.271059036254883
COC1CC[C@@]2CCC[C@H]2CC[N+]1(C)C,-2.5937900000000003,211.349,0.6057903175926,-4.447283427536636,1,9.23,5.7267351150512695
COCc1ccc2[nH]cc2cc1C,-2.574320000000001,175.23099999999997,0.7451417459375788,-2.4755229100919878,2,25.02,6.373294830322266
Oc1ccc2nc3cc4cc[nH]nc4ccc3c1OCC2,-2.7792000000000003,279.2990000000001,0.6635022927710036,-3.839061387512992,0,71.03,6.0106635093688965
C[C@H]1[C@@H](CCO)CC[C@@H]1OC,-1.4299,158.241,0.6729580585193525,-3.642524939674408,3,29.46,6.267984390258789
COC1=C[C@@]2(CO)CC[C@@H]2C[C@@H]1CC,-2.3353,196.29,0.750389942771962,-4.586291461258665,3,29.46,5.890608787536621
COC1C[C@H]CCCCCCCCCCCN1CC,-4.789790000000004,268.4649999999999,0.7136966625701163,-3.5371672531954026,2,12.47,5.848822116851807
C[C@H]1[C@H](C)CC[C@@H]1OC,-2.0674,128.21499999999995,0.5249821564063266,-3.4210668413719656,1,9.23,6.156397342681885
OCc1cccCCCCCCc2cccnc[nH]=CC12,-3.9845000000000033,284.403,0.7772899599861607,-4.652004849119523,1,44.95,6.139328479766846
O=C1c2cc[nH]c2C(C)=C[C@H]2c3ccccc3C[C@@]12,-3.528690000000002,248.305,0.759750120594005,-3.810962364094225,0,32.86,5.8227949142456055
C#CC[C@H]1CCCCCCCCCCC1(C)NCc2[nH]cnc2,-4.812100000000004,315.50499999999994,0.7826533112623525,-4.15544494859114,4,40.71,5.974875926971436
C/C=C(C)OC=C1CC[C@@H]1CC,-3.630600000000003,166.26399999999998,0.5816101531693313,-4.16779148547405,3,9.23,5.887888908386231
[O-].C/C=CO[C@@H]2CCNC[C@@]2=S,-1.1496,187.264,0.5208741402209105,-4.701948959250274,2,49.760000000000005,6.356009483337402
CSC[C@@]1(O)C=Cc2ccccc2[C@@H]1C,-2.9110000000000014,220.337,0.8266801134627282,-3.8140856253388336,2,20.23,5.825474739074707
C[C@H]1oc2ccsc2C[C@@H]1O,-1.4323999999999997,170.23299999999998,0.6379659682900226,-3.9157171108222224,0,29.46,6.561991691589356
CC(CO)[n+]1ccccc1CCNC(=O)Oc1cccs1,-1.92,307.3949999999999,0.8015726275543543,-3.639246691351529,6,62.44,5.463127613067627
COC1C[C@@H]CCCCCCCCCNC[C@H]1CCC,-4.736090000000004,282.492,0.807271754342,-4.002492858256853,3,21.26,5.931405544281006
OCc1cc2cnccc2c2c[nH]c3ccsc3c1=CCS2,-4.073100000000002,326.4460000000001,0.828941949825832,-4.963312425765293,1,45.150000000000006,5.896268367767334
COCC[C@H]1CCCCCCCCC1O,-3.1344000000000025,214.349,0.7818023087827759,-3.2099207177250983,3,29.46,6.16831636428833
C/C=C\C[C@H]1OCCCCCC1,-3.3019000000000025,168.27999999999997,0.5747503264933579,-2.9311738630964275,2,9.23,5.990676403045654
C/C=C[C@@]1OC[C@H]1CN=O,-1.50729,140.162,0.5571004010327266,-4.813602107924544,3,38.66,6.352263450622559
O=C(C[C@]1Oc2ccccc2C[C@H]1O)c1ncc[nH]1,-1.51049,257.26899999999995,0.8171935849796755,-3.5649212452131067,3,75.21000000000001,6.125798225402832
CO[C@@H]1C=CS[C@@H]1C,-1.6504,130.212,0.5334807759053223,-4.62715803964704,1,9.23,5.935252189636231
OCc1ccc(COn2ccc3c2CCOCC[C@@H]2COC[C@H]23)c(F)c1,-2.4411000000000005,361.41300000000007,0.9089046328948406,-4.347183852343038,4,52.85000000000001,5.348435401916504
C[C@@H]1[C@H]C(C)CC[C@@H]1N1C=CC1,-2.4545900000000005,164.27200000000002,0.5751532357394196,-4.715549101847953,1,3.24,6.019725799560547
C=C1C[C@@H]2/C=C/CCCC/C=C\[C@@H](O)CNCC[C@]21,-3.163990000000001,260.401,0.655737162077446,-4.893166898601171,0,32.26,5.891712188720703
COC1=C[nH]c2ccccc2CC[N+]1=O,-1.8788,205.23699999999997,0.7115558883113737,-3.408519523097297,1,41.34,6.09997034072876
COCC[C@H]1COCCC[C@H]1C,-2.0856,172.26799999999997,0.6486511231130854,-3.23890311771651,3,18.46,6.168955326080322
C/C=C1\[C@@H](O)Cc2ccoc2O[C@@H]1C,-1.9102,194.23,0.6413645700610089,-4.624797589268475,0,42.60000000000001,5.492858409881592
Oc1ccc(OCc2ccccc2Cc2ccccc2O)cc1,-4.267600000000004,306.36100000000005,0.7399306757999643,-1.863401541056497,5,49.69,5.675242424011231
C[C@H](C)[C@@H]Cc1ccncc1C,-2.792810000000001,162.256,0.6656458060976087,-3.044885617351893,3,12.89,5.970603466033936
OCc1cccCCCCCCNCc2cccn[n+]2s1,-2.3515000000000006,306.455,0.7821000355619638,-4.265117410954506,1,49.03,6.048732757568359
CC[C@@H]1C/CCC(=O)CC[C@@H]1O,-1.9067000000000005,170.252,0.6523261837046427,-3.212386375635063,1,37.3,6.059718132019043
C[C@@]12C[C@H]3CCC[C@H]3C[C@@]13OCC[C@H]32,-2.9917000000000016,192.302,0.5730549992615163,-4.971381823183972,0,9.23,6.66795825958252
OCc1ccncc1COCCN2CCCC[C@H]2C,-1.9649,264.3689999999999,0.7979103618940131,-2.891456909548772,6,45.59000000000001,6.471371650695801
C[C@H](Br)[C@@H]1CC[C@@]2c1CC2,-3.164290000000002,202.11499999999995,0.5726576213041399,-4.726566167854889,1,0.0,5.549342155456543
OCc1ccoc1OCc1ccncc1.O[N+]=O,-1.2237,252.22600000000003,0.7921239771420128,-3.073019118299607,4,106.89,6.305113792419434
C[C@@H]1[C@H]2CC(=O)CCS[C@@H]2O[C@H]1C,-2.0796,200.303,0.5986148447098054,-4.6845174483202365,0,26.3,5.970425605773926
O=C1[C@H](Oc2ccccc2C)C2C[C@@H]1cCN2,-1.69332,231.295,0.8414830617399767,-4.236778134452809,2,38.33,5.916777610778809
OC1=CNCC2CCOcC2Cc2ccncc2CN1CC,-2.0588,303.4060000000001,0.8314914146315383,-4.482674848102571,1,57.62,6.078686714172363
COC[C@H]1CCCCCC[C@H]1,-2.8074900000000014,155.261,0.5955205037956521,-3.2760812918319733,2,9.23,5.9891438484191895
CC(C)[C@@H]1CC[C@@H][C@H]1F,-2.5947900000000006,129.19799999999998,0.5101779239331162,-4.423007436837397,1,0.0,5.760053634643555
OCc1ccnc(COCc2ccn3CCNCc2onc3)c1,-1.3078,316.36100000000005,0.8648802627422464,-4.999850683790907,5,85.34000000000002,5.651119232177734
COc1cc2nc3ccccc3c(C)c2cc1O,-3.410620000000003,239.274,0.6615585059602441,-1.959847100200058,1,42.35,6.081657409667969
OCCCCCCCOCCCCc2ccc[nH]2,-3.296800000000002,253.386,0.5613876243517416,-2.350908023959983,12,45.25,6.432525634765625
Oc1ccc2nCOCc3cccn3Cc3ccccc3OC2c1,-3.224200000000001,322.3640000000001,0.8100304427324201,-4.45911305200425,0,55.98,6.394430637359619
C[C@H]1CSCCc2ccncc2CO[C@@H]1,-2.685390000000001,222.333,0.6735410358527272,-4.361586813090186,0,22.12,6.064866065979004
COC1C[C@H]2CCCNCC[C@@H]2CC[C@@]1(C)CN,-2.1562,254.41799999999995,0.7936291795372905,-4.057492445570294,2,47.28,5.553036689758301
O=C1CSCc2ccccc2CO1,-1.9766,194.255,0.590612740825887,-2.596945013166721,0,26.3,5.978671073913574
C[C@H]1[C@@H]2CCC[C@@H]2C[C@@H]1CN,-2.0174,153.26899999999998,0.6124904584787763,-3.883348878281097,1,26.02,6.677660942077637
OCc1ccoc1CNc1ccsc1,-2.4455,209.27,0.8125783905170789,-2.7841815237784413,4,45.400000000000006,6.008524417877197
O=C1c2cnc3sccc3c2CC[C@@H]2O[C@H]12,-2.1926,231.276,0.6526203099765572,-3.779735351768683,0,42.49,6.457003593444824
COCCc1ccc2cOCCCCN2cc[nH]c1C,-2.8813000000000004,276.38,0.8591512383712555,-4.198264754904961,3,33.730000000000004,6.595926761627197
O=C1[C@H](OCc2ccoc2)Cc2ccccc2[C@H]1,-2.542590000000001,241.266,0.8285820199900092,-3.4519094983626517,3,39.44,6.063093662261963
C/C=C1SCc2ccccc2C1=NO,-3.015500000000001,205.282,0.5213399245886253,-3.065562893384445,0,32.59,5.525028228759766
CC[C@H]1COcC/C=C\1CC,-2.769300000000001,154.253,0.5556255347948397,-3.6986259878617513,2,9.23,5.974690437316895
COC(CO)=COCc1ccccc1N=O,-2.0812,223.228,0.5918165299370292,-3.2896715522714093,6,68.12,5.579498291015625
CCCOC[C@H]Oc1ccccc1CC,-3.216190000000002,207.293,0.6390628759769367,-2.7097685391974764,7,18.46,5.769946575164795
C[C@H](C)[C@@](CO)C[C@@]1OC1,-1.16148,142.19799999999998,0.5973469624958492,-4.006619662533501,4,32.76,6.042568683624268
OCc1ccnc2COccc3cc4cocnc4ccc3[nH]c1=2,-2.6799,321.33600000000007,0.8315288792848854,-4.879122873825953,1,75.97000000000001,6.3102312088012695
O=C1C[C@@]2(C/CCCBr)C[C@@H]2c1,-2.9208000000000016,231.133,0.5366515912425059,-4.133755606404294,4,17.07,5.863441467285156
CN=C1[C@H]2OCc3ccoc3C[C@@H]2OCCN2CCC12,-1.2648,276.336,0.7156375290170497,-4.601419981558708,0,47.20000000000001,6.78643798828125
OCc1ccncc1OCCCOCCCC[N+]=O,-1.2418,268.313,0.610476353703712,-3.0025899225454955,11,82.75,6.587117671966553
CC(C)[C@@H]1CC[C@@H]2CO[C@@H]1O2,-1.7939,156.225,0.5759744496485578,-4.755774865564165,1,18.46,6.319731712341309
C[C@H]1CSCCc2ccccc2C1=N,-2.979870000000001,205.326,0.6913806479012691,-3.351150195073036,0,23.85,5.999380588531494
CSC[C@H]1CCC[C@H]2CC[C@@H]1n2,-2.2701,185.336,0.7080726167968796,-4.69749185813312,2,12.03,6.025715827941895
C[C@H]1CC[C@H]CCCN1,-1.7427899999999998,126.223,0.5210710179997756,-3.9306920248904778,0,12.03,6.058772087097168
OCc1ccncc1CCCOc2ccc[nH]c2=S,-2.643090000000001,276.361,0.6288263629591735,-2.747103209258784,6,58.14000000000001,5.969893455505371
COC1=C(c2ccc3ccccc3c2)CO[C@@H]1O,-2.545900000000001,242.274,0.8791577385367452,-3.0083838815266573,2,38.69,6.521758079528809
O=C1C[C@@H]C1CCCNCCCl,-1.38829,188.678,0.5043736345030966,-3.941733772598689,6,29.1,5.993193626403809
COCCCCCCCOCCCNc2ccc[nH]2,-3.430200000000002,268.40099999999995,0.5387634077159141,-2.490343998469573,13,46.28,6.449648857116699
OC1CCC[C@H]CCCN2CCCC[C@H]2C[C@@]1,-2.8415800000000013,236.37899999999996,0.6988791038375226,-4.775877236217909,0,23.47,6.241601943969727
COCC=C1COCCCC=CCCNCCC[C@H](C)CC=CC1,-4.658200000000004,335.53200000000004,0.7446591646426057,-4.246292791982583,2,30.49,6.164967060089111
C/C=C1COC=CCCCCNCCC=CO1,-3.1144000000000016,237.343,0.701909323324616,-4.191789345067608,0,30.49,6.29533052444458
OCCCCCCCOCc1cccccNC[N+]1=O,-2.2392000000000003,281.37600000000003,0.5024340515347164,-4.036708786735199,9,61.57,6.754282474517822
OCC1CCCCOCCCN(CCCCC)n(Br)C1C,-3.5931000000000024,365.356,0.5966840623173283,-4.132665038825168,5,35.940000000000005,5.495668411254883
C[C@H]1[C@@H]COC(c2ccccc2)O[N@@]2OCC12,-2.10319,234.275,0.744284822759431,-4.494097954448504,1,30.930000000000003,6.20484733581543
OC1CC[C@H]CCCCCN1CCO[C@H](C)F,-2.497390000000001,246.34599999999995,0.8269653296520961,-4.435176005448677,4,32.7,5.859336853027344
C[C@H](C)SCCC([C@@H])On1cccn1,-1.92309,212.31800000000004,0.7206281584086113,-4.3613883903393065,6,27.05,5.699016571044922
C/C=C1C[C@@H]2CC=C[C@@]12O,-1.6436,136.194,0.5018401286434341,-4.802433961122518,0,20.23,6.29157018661499
C[C@H]1C[C@@H]CCC1CO[C@@H]1OCC1,-2.3898900000000003,183.271,0.6685444043787693,-4.359102024903676,3,18.46,6.725968837738037
CC[C@H]1[C@@H]C/CC[C@@H]1N,-1.72809,126.223,0.568585519463795,-4.164299898375858,1,26.02,6.414196968078613
COCCCCCCCN1CCCNCCCC[N+]1(C)C,-2.6502000000000008,300.511,0.5508102413040199,-3.542822075966913,8,24.5,6.164393901824951
C/C=C\[C@H]1OCc2ccncc2[C@H]1C#N,-2.1636800000000003,200.241,0.6524505976439048,-4.174901367735972,1,45.91,6.295679569244385
CC(CO)C[C@@H]CCCCCOC,-2.4159900000000007,187.303,0.5616623749440612,-3.2797428209281847,9,29.46,5.651223659515381
C[C@H]1C[C@@H]2CCC[C@H]C2OC1,-2.4157900000000003,153.24499999999998,0.5190315933188046,-4.42607618967441,0,9.23,6.4716315269470215
C[C@H](C)SCCc1cnsc1O,-2.5328000000000013,203.332,0.8160197696669473,-3.582368134834412,4,33.120000000000005,5.970310211181641
C/C=C1COc2occc2C[C@@H]1O,-1.5217,180.203,0.6153883368386384,-4.389331178516542,0,42.6,6.575461387634277
CC(C)[C@@H]1CC[C@@H]1O,-1.4133,114.188,0.5461962596954879,-3.1459201775091774,1,20.23,5.999533653259277
COc1cc([C@@H]2CC[C@H]2CC)[nH]c1C,-3.235320000000001,193.29,0.7828738216834559,-3.8129549857181786,3,25.02,5.878870964050293
O=C1[C@]2OCc3ccccc3CC[C@H]2OC1,-1.64929,217.24399999999997,0.6625057780068073,-3.392099336775056,0,35.53,6.730103969573975
COC1CC[C@H]2CCCOCC[C@H]2OC[C@]1(C)S,-2.6856000000000013,274.426,0.7450866749110001,-4.2470707261132805,1,27.69,5.684588432312012
C[C@H]1CCC=CCCCCN=CNC1n1[nH]cn1,-2.4841,249.36200000000005,0.7512030355734272,-4.97881153599057,1,58.0,6.320897579193115
CC(C)[C@H]/C[C@@H]1CO[C@@H]1F,-2.17879,145.19699999999995,0.5910781914056618,-4.869944950133506,3,9.23,6.118959903717041
C[C@H][C@@H]/C=C\Cc1cc[nH]c1C#N,-2.4135599999999995,172.231,0.7438679232719925,-4.161370727139804,4,39.58,5.910933971405029
C[C@H]1[C@@H]2C[C@H](CCl)C[C@@H]2OC1(C)CCN,-2.3938,231.767,0.7575262878838689,-4.808225844475828,3,35.25,6.275050163269043
C/C=C/C[C@@H]/CC=CCc1[nH]ccc1O,-3.3795900000000016,204.293,0.5405543370293582,-3.969717018625025,6,36.02,6.500093936920166
C[C@H](C)SC[C@@]1C[C@@H]1OC,-2.12119,159.274,0.6211393523960537,-4.089818591441026,4,9.23,6.540700435638428
COC=C1C[C@@H]2CCC[C@@H]1CO2,-2.1057,168.236,0.5581572544504539,-4.828347673378771,1,18.46,6.559828281402588
COC1=C[C@@H]2C[C@@H]c3ccncc3[C@@H]12,-2.28139,186.234,0.6709107617250646,-4.419009452452196,1,22.12,6.029658317565918
OC(=O)C[C@@H]CCCC[C@H]O,-1.76008,158.197,0.5548744243672594,-3.716264951681845,7,57.53,5.796721458435059
C[C@H]1[C@H]2C[C@@H](C)CO[C@@H]2C1,-2.0674,140.22599999999997,0.5002169530360391,-4.12246244960231,0,9.23,6.470628261566162
C[C@H]1[CH]CCc2cnsc2CC1,-2.8622900000000016,180.296,0.5979899078607532,-4.35987144551401,0,12.89,5.75100040435791
C/C=C\[C@@H]1Oc(C)CCc2[nH]ccc2[N+]1=O,-2.6786000000000003,221.28000000000003,0.5850278419996514,-4.799507135729403,1,45.1,6.664778232574463
CN/C=C\[C@@H]1ccc2ccsc21,-2.591600000000001,177.272,0.7318319844015857,-4.362328148810713,2,12.03,6.02771520614624
OC1CCCCCCCCOCCNCCCO[C@H]1,-2.2662900000000006,272.40899999999993,0.710059696661929,-3.76927514030829,0,50.72,6.326854705810547
COCC[C@H]Oc1ccccc1CC,-2.826090000000001,193.266,0.6466730299974996,-2.688417893384445,6,18.46,5.912290573120117
O=c1c2ccncc2c2cccc(C3O)cc3ccc2OCCC1,-3.623400000000002,319.3600000000002,0.8054482122741929,-4.156969034781236,0,59.42,5.736372947692871
CC[C@H]1CSCCC[C@H]1O,-1.9005,160.282,0.6319656428610634,-3.567090005078562,1,20.23,6.362292289733887
OCCc1ccncc1OCCC2CNCCCSC2=O,-1.2545999999999995,310.419,0.8239786241098703,-3.4732301718055005,6,71.45000000000002,6.178526878356934
COc1cc2[nH]cc2CC[C@H]2cccc2[nH]c1C,-2.6886,242.322,0.7414165186930112,-4.8519529287773775,1,33.29,6.181329727172852
